Log-ratio,p-value,minFDR,MSU Locus,Gene,Measure,Description
1.331391931,0.002018307,0.024492317,LOC_Os05g36930,LOC_Os05g36930,LOC_Os05g36930,"histone deacetylase, putative, expressed"
1.328932762,0.000245811,0.009360851,LOC_Os07g48500,LOC_Os07g48500,LOC_Os07g48500,"stress responsive protein, putative, expressed"
1.328660488,0.000227241,0.009117165,LOC_Os01g72009,LOC_Os01g72009,LOC_Os01g72009,expressed protein
1.325891972,0.000169946,0.008094085,LOC_Os02g55134,LOC_Os02g55134,LOC_Os02g55134,"cytochrome c oxidase copper chaperone, putative, expressed"
1.323643208,0.000298332,0.01017387,LOC_Os04g42250,LOC_Os04g42250,LOC_Os04g42250,"transferase family protein, putative, expressed"
1.323603749,0.016372861,0.088373688,LOC_Os02g17590,LOC_Os02g17590,LOC_Os02g17590,expressed protein
1.323467731,0.002450618,0.027323834,LOC_Os09g34160,LOC_Os09g34160,LOC_Os09g34160,"resistance protein, putative, expressed"
1.322944164,0.013825652,0.079483476,LOC_Os12g12090,LOC_Os12g12090,LOC_Os12g12090,expressed protein
1.320092201,3.12322E-05,0.005076223,LOC_Os03g02070,LOC_Os03g02070,LOC_Os03g02070,"heavy-metal-associated domain-containing protein, putative, expressed"
1.31986773,0.009168805,0.06069306,LOC_Os07g41320,LOC_Os07g41320,LOC_Os07g41320,"COBRA-like protein precursor, putative, expressed"
1.319776535,0.015150115,0.084257733,LOC_Os01g57073,LOC_Os01g57073,LOC_Os01g57073,"insulin-degrading enzyme, putative, expressed"
1.317385793,0.003133314,0.031432131,LOC_Os01g52340,LOC_Os01g52340,LOC_Os01g52340,"NB-ARC domain containing protein, expressed"
1.316045761,0.017033784,0.090864189,LOC_Os03g56160,LOC_Os03g56160,LOC_Os03g56160,"lectin-like receptor kinase 7, putative, expressed"
1.315881371,0.000392929,0.011187056,LOC_Os07g49470,LOC_Os07g49470,LOC_Os07g49470,"protein kinase APK1B, chloroplast precursor, putative, expressed"
1.315658808,0.009875204,0.063460525,LOC_Os07g33580,LOC_Os07g33580,LOC_Os07g33580,"cytochrome P450, putative, expressed"
1.314560056,9.56704E-06,0.004079812,LOC_Os06g49880,LOC_Os06g49880,LOC_Os06g49880,"B-box zinc finger family protein, putative, expressed"
1.314108849,0.008500111,0.057712079,LOC_Os04g48870,LOC_Os04g48870,LOC_Os04g48870,"nitrilase-associated protein, putative, expressed"
1.313602924,0.019156784,0.098575708,LOC_Os10g37660,LOC_Os10g37660,LOC_Os10g37660,"trehalase precursor, putative, expressed"
1.312393188,0.01785493,0.093809833,LOC_Os01g41820,LOC_Os01g41820,LOC_Os01g41820,"cytochrome P450 72A1, putative, expressed"
1.311566591,0.000225674,0.009098162,LOC_Os09g12660,LOC_Os09g12660,LOC_Os09g12660,"glucose-1-phosphate adenylyltransferase large subunit, chloroplast precursor, putative, expressed"
1.311139464,0.008150336,0.056272809,LOC_Os12g02080,LOC_Os12g02080,LOC_Os12g02080,"peroxidase precursor, putative, expressed"
1.310964823,6.8555E-05,0.005904717,LOC_Os09g33530,LOC_Os09g33530,LOC_Os09g33530,expressed protein
1.309763074,0.001374713,0.020124685,LOC_Os09g38510,LOC_Os09g38510,LOC_Os09g38510,"purine permease, putative, expressed"
1.30883038,0.00426917,0.037485821,LOC_Os03g52380,LOC_Os03g52380,LOC_Os03g52380,"PIII5 - Proteinase inhibitor II family protein precursor, expressed"
1.308626547,0.004253428,0.037388056,LOC_Os01g72270,LOC_Os01g72270,LOC_Os01g72270,"cytochrome P450, putative, expressed"
1.308037758,0.004127089,0.036838886,LOC_Os01g31370,LOC_Os01g31370,LOC_Os01g31370,"glycosyltransferase, putative, expressed"
1.307209969,0.018731947,0.097137279,LOC_Os01g72530,LOC_Os01g72530,LOC_Os01g72530,"OsCML31 - Calmodulin-related calcium sensor protein, expressed"
1.306260377,0.018767184,0.097215453,LOC_Os05g45110,LOC_Os05g45110,LOC_Os05g45110,"anthocyanidin 5,3-O-glucosyltransferase, putative, expressed"
1.306102753,0.000264444,0.009647165,LOC_Os08g02640,LOC_Os08g02640,LOC_Os08g02640,"succinate dehydrogenase iron-sulfur subunit 2,mitochondrial precursor, putative, expressed"
1.305821478,0.011381438,0.069841704,LOC_Os04g28420,LOC_Os04g28420,LOC_Os04g28420,"peptidyl-prolyl isomerase, putative, expressed"
1.305086672,0.002247976,0.025948075,LOC_Os01g36240,LOC_Os01g36240,LOC_Os01g36240,"peroxidase precursor, putative, expressed"
1.304456711,0.001752496,0.022772042,LOC_Os06g39875,LOC_Os06g39875,LOC_Os06g39875,"ras-related protein, putative, expressed"
1.304434776,0.000952899,0.017025918,LOC_Os10g41360,LOC_Os10g41360,LOC_Os10g41360,"ARABIDILLO-1, putative, expressed"
1.303022146,0.000259367,0.009552346,LOC_Os06g45040,LOC_Os06g45040,LOC_Os06g45040,"B-box zinc finger family protein, putative, expressed"
1.301475048,0.001829517,0.02323597,LOC_Os05g45320,LOC_Os05g45320,LOC_Os05g45320,"ubiquitin domain-containing protein 1, putative, expressed"
1.301184654,0.006294227,0.047747265,LOC_Os12g05690,LOC_Os12g05690,LOC_Os12g05690,expressed protein
1.300490186,0.008407767,0.05736451,LOC_Os07g03288,LOC_Os07g03288,LOC_Os07g03288,"SCP-like extracellular protein, expressed"
1.300193548,0.000249029,0.009408705,LOC_Os03g61920,LOC_Os03g61920,LOC_Os03g61920,"electron transfer flavoprotein subunit alpha, mitochondrial precursor, putative, expressed"
1.299598694,0.000160022,0.007948008,LOC_Os04g52450,LOC_Os04g52450,LOC_Os04g52450,"aminotransferase, putative, expressed"
1.299572468,0.001396707,0.020290737,LOC_Os05g25210,LOC_Os05g25210,LOC_Os05g25210,expressed protein
1.299262524,0.011023382,0.068415813,LOC_Os06g07932,LOC_Os06g07932,LOC_Os06g07932,"flavonol synthase/flavanone 3-hydroxylase, putative, expressed"
1.297523975,0.000269975,0.009746077,LOC_Os02g47650,LOC_Os02g47650,LOC_Os02g47650,"universal stress protein domain containing protein, putative, expressed"
1.295180082,8.02923E-05,0.006265959,LOC_Os05g34500,LOC_Os05g34500,LOC_Os05g34500,expressed protein
1.294259071,0.001219783,0.018962736,LOC_Os01g58640,LOC_Os01g58640,LOC_Os01g58640,"nucleotide pyrophosphatase/phosphodiesterase, putative, expressed"
1.294257641,0.001128761,0.018420611,LOC_Os01g64730,LOC_Os01g64730,LOC_Os01g64730,"bZIP transcription factor domain containing protein, expressed"
1.29382205,2.20839E-05,0.004779519,LOC_Os08g02460,LOC_Os08g02460,LOC_Os08g02460,expressed protein
1.291964293,0.006530655,0.048747696,LOC_Os02g50600,LOC_Os02g50600,LOC_Os02g50600,"glycosyl transferase 8 domain containing protein, putative, expressed"
1.28972137,0.003204146,0.031711141,LOC_Os08g38710,LOC_Os08g38710,LOC_Os08g38710,"uncharacterized glycosyltransferase, putative, expressed"
1.28948307,0.000486858,0.012332538,LOC_Os10g38610,LOC_Os10g38610,LOC_Os10g38610,"glutathione S-transferase, putative, expressed"
1.28893888,0.000434773,0.011709721,LOC_Os03g44380,LOC_Os03g44380,LOC_Os03g44380,"9-cis-epoxycarotenoid dioxygenase 1, chloroplast precursor, putative, expressed"
1.287908077,0.001043606,0.01772269,LOC_Os04g40310,LOC_Os04g40310,LOC_Os04g40310,"dehydrogenase, putative, expressed"
1.287656784,0.009100838,0.06038341,LOC_Os01g19260,LOC_Os01g19260,LOC_Os01g19260,"ATPase, putative, expressed"
1.287186623,0.002013925,0.024490008,LOC_Os08g35630,LOC_Os08g35630,LOC_Os08g35630,"MTD1, putative, expressed"
1.287160873,0.00012031,0.007019215,LOC_Os08g13360,LOC_Os08g13360,LOC_Os08g13360,"kelch repeat protein, putative, expressed"
1.286511779,5.23346E-05,0.005638684,LOC_Os01g72210,LOC_Os01g72210,LOC_Os01g72210,"early-responsive to dehydration protein-related, putative, expressed"
1.286132336,8.98646E-05,0.006439144,LOC_Os08g01490,LOC_Os08g01490,LOC_Os08g01490,"cytochrome P450, putative, expressed"
1.285973072,0.001445394,0.02055442,LOC_Os04g47700,LOC_Os04g47700,LOC_Os04g47700,expressed protein
1.285230398,0.013818841,0.079458809,LOC_Os02g32580,LOC_Os02g32580,LOC_Os02g32580,expressed protein
1.284611538,0.000557078,0.013183643,LOC_Os02g15740,LOC_Os02g15740,LOC_Os02g15740,expressed protein
1.284222603,0.001246229,0.019142008,LOC_Os08g34280,LOC_Os08g34280,LOC_Os08g34280,"cinnamoyl-CoA reductase, putative, expressed"
1.282062531,0.00166287,0.022160317,LOC_Os03g56540,LOC_Os03g56540,LOC_Os03g56540,"heat shock protein DnaJ, putative, expressed"
1.280333042,0.003281802,0.032219936,LOC_Os10g25210,LOC_Os10g25210,LOC_Os10g25210,"OsFBX384 - F-box domain containing protein, expressed"
1.278934956,0.000241523,0.009298005,LOC_Os05g03480,LOC_Os05g03480,LOC_Os05g03480,"acyl-coenzyme A dehydrogenase, mitochondrial precursor, putative, expressed"
1.278043747,0.000138703,0.007480722,LOC_Os03g44620,LOC_Os03g44620,LOC_Os03g44620,"chaperone protein dnaJ, putative, expressed"
1.277803183,0.000362619,0.01084802,LOC_Os03g25500,LOC_Os03g25500,LOC_Os03g25500,"cytochrome P450 72A1, putative, expressed"
1.277501583,0.006184279,0.047218989,LOC_Os03g29240,LOC_Os03g29240,LOC_Os03g29240,"PDI, putative, expressed"
1.276920557,0.003378291,0.032647205,LOC_Os09g15420,LOC_Os09g15420,LOC_Os09g15420,"NAD dependent epimerase/dehydratase family protein, putative, expressed"
1.275990248,0.008400155,0.057344627,LOC_Os01g10320,LOC_Os01g10320,LOC_Os01g10320,"class III HD-Zip protein 8, putative, expressed"
1.275621176,0.002602007,0.028243315,LOC_Os09g28160,LOC_Os09g28160,LOC_Os09g28160,"phosphate carrier protein, mitochondrial precursor, putative, expressed"
1.274172544,0.005908544,0.045791217,LOC_Os10g09850,LOC_Os10g09850,LOC_Os10g09850,"EF hand family protein, putative, expressed"
1.273959398,0.002541799,0.027924828,LOC_Os07g49390,LOC_Os07g49390,LOC_Os07g49390,"P-protein, putative, expressed"
1.272864819,0.017540242,0.092704491,LOC_Os12g10660,LOC_Os12g10660,LOC_Os12g10660,"B-box zinc finger family protein, putative, expressed"
1.271218777,0.001782241,0.022934387,LOC_Os01g04950,LOC_Os01g04950,LOC_Os01g04950,"peptide transporter PTR2, putative, expressed"
1.271050692,1.02393E-05,0.004079812,LOC_Os04g45710,LOC_Os04g45710,LOC_Os04g45710,expressed protein
1.269399166,6.70741E-05,0.005856683,LOC_Os06g01760,LOC_Os06g01760,LOC_Os06g01760,"ligA, putative, expressed"
1.268694878,0.00921096,0.060843144,LOC_Os03g16170,LOC_Os03g16170,LOC_Os03g16170,"protein phosphatase 2C, putative, expressed"
1.268444061,0.002529388,0.027867585,LOC_Os12g17520,LOC_Os12g17520,LOC_Os12g17520,conserved hypothetical protein
1.267614841,0.00118287,0.018749832,LOC_Os01g14590,LOC_Os01g14590,LOC_Os01g14590,"pathogen-related protein, putative, expressed"
1.267014027,0.000177007,0.008213238,LOC_Os01g47690,LOC_Os01g47690,LOC_Os01g47690,"metallo-beta-lactamase family protein, putative, expressed"
1.26688385,5.92749E-05,0.005789999,LOC_Os10g37110,LOC_Os10g37110,LOC_Os10g37110,"transposon protein, putative, unclassified, expressed"
1.266854286,3.68988E-05,0.005281121,LOC_Os07g46990,LOC_Os07g46990,LOC_Os07g46990,"copper/zinc superoxide dismutase, putative, expressed"
1.266785145,0.007710802,0.054205826,LOC_Os03g37490,LOC_Os03g37490,LOC_Os03g37490,"MATE efflux family protein, putative, expressed"
1.266322851,0.009237108,0.060953862,LOC_Os01g57770,LOC_Os01g57770,LOC_Os01g57770,"OsPOP4 - Putative Prolyl Oligopeptidase homologue, expressed"
1.265360832,0.000572436,0.013351095,LOC_Os09g15810,LOC_Os09g15810,LOC_Os09g15810,"bifunctional protein folD, putative, expressed"
1.26412034,0.000512873,0.012622248,LOC_Os02g35870,LOC_Os02g35870,LOC_Os02g35870,"galactosyltransferase, putative, expressed"
1.262083292,0.005910451,0.04579753,LOC_Os03g01330,LOC_Os03g01330,LOC_Os03g01330,"sodium/potassium/calcium exchanger 1, putative, expressed"
1.261805773,0.012861085,0.075643248,LOC_Os04g24804,LOC_Os04g24804,LOC_Os04g24804,expressed protein
1.261040688,0.005288433,0.042657584,LOC_Os01g18584,LOC_Os01g18584,LOC_Os01g18584,"WRKY9, expressed"
1.260994911,0.000250483,0.009432381,LOC_Os05g43390,LOC_Os05g43390,LOC_Os05g43390,"signal recognition particle 54 kDa protein, putative, expressed"
1.260976672,0.001128114,0.01841897,LOC_Os05g16640,LOC_Os05g16640,LOC_Os05g16640,"DUF630/DUF632 domains containing protein, putative, expressed"
1.259769201,0.010655574,0.066805744,LOC_Os06g49690,LOC_Os06g49690,LOC_Os06g49690,expressed protein
1.258804798,0.009204328,0.060818509,LOC_Os02g57720,LOC_Os02g57720,LOC_Os02g57720,"aquaporin protein, putative, expressed"
1.258687973,0.000332165,0.010576219,LOC_Os09g31486,LOC_Os09g31486,LOC_Os09g31486,"DnaK family protein, putative, expressed"
1.257418871,0.015910689,0.086820965,LOC_Os04g54080,LOC_Os04g54080,LOC_Os04g54080,"serine/threonine-protein kinase receptor precursor, putative, expressed"
1.257134676,0.00424083,0.037348535,LOC_Os03g15850,LOC_Os03g15850,LOC_Os03g15850,"josephin, putative, expressed"
1.257007718,0.004671642,0.039547134,LOC_Os08g39660,LOC_Os08g39660,LOC_Os08g39660,"cytochrome P450, putative, expressed"
1.256072998,4.16178E-05,0.00533286,LOC_Os12g08260,LOC_Os12g08260,LOC_Os12g08260,"dehydrogenase E1 component domain containing protein, expressed"
1.256001234,0.01209895,0.072617954,LOC_Os01g37810,LOC_Os01g37810,LOC_Os01g37810,expressed protein
1.255782843,0.000338383,0.010644151,LOC_Os06g11610,LOC_Os06g11610,LOC_Os06g11610,"heat shock 22 kDa protein, mitochondrial precursor, putative, expressed"
1.255662918,0.000124325,0.007167403,LOC_Os02g51290,LOC_Os02g51290,LOC_Os02g51290,"HVA22, putative, expressed"
1.255300492,0.011315018,0.06961759,LOC_Os02g09830,LOC_Os02g09830,LOC_Os02g09830,"bZIP transcription factor domain containing protein, expressed"
1.255168676,5.32229E-05,0.00568716,LOC_Os01g08110,LOC_Os01g08110,LOC_Os01g08110,"flavonol-3-O-glycoside-7-O-glucosyltransferase 1, putative, expressed"
1.254889965,0.004349172,0.037920217,LOC_Os01g40094,LOC_Os01g40094,LOC_Os01g40094,"protein phosphatase 2C, putative, expressed"
1.253747284,0.005358561,0.043024522,LOC_Os10g25230,LOC_Os10g25230,LOC_Os10g25230,"ZIM domain containing protein, putative, expressed"
1.253103733,0.001285824,0.019378444,LOC_Os03g55870,LOC_Os03g55870,LOC_Os03g55870,"membrane associated DUF588 domain containing protein, putative, expressed"
1.2522192,0.002416634,0.027096296,LOC_Os01g36350,LOC_Os01g36350,LOC_Os01g36350,"cytochrome P450, putative, expressed"
1.249518871,1.31822E-05,0.004249928,LOC_Os05g45300,LOC_Os05g45300,LOC_Os05g45300,"enoyl-CoA hydratase/isomerase family protein, putative, expressed"
1.248305559,0.000348211,0.010699579,LOC_Os04g37550,LOC_Os04g37550,LOC_Os04g37550,"aspartic proteinase nepenthesin-2 precursor, putative, expressed"
1.248300552,0.000362467,0.01084802,LOC_Os01g72460,LOC_Os01g72460,LOC_Os01g72460,"NADPH quinone oxidoreductase, putative, expressed"
1.247693032,0.011804588,0.071610056,LOC_Os06g43384,LOC_Os06g43384,LOC_Os06g43384,"cytochrome P450, putative, expressed"
1.246329069,5.60399E-05,0.005748317,LOC_Os01g50616,LOC_Os01g50616,LOC_Os01g50616,"phosphatidylinositol transfer, putative, expressed"
1.244600058,0.000312343,0.010372393,LOC_Os01g58620,LOC_Os01g58620,LOC_Os01g58620,expressed protein
1.243024111,0.003010304,0.030682845,LOC_Os10g38040,LOC_Os10g38040,LOC_Os10g38040,"lysM domain containing protein, putative, expressed"
1.242964506,0.006292054,0.047739425,LOC_Os02g50490,LOC_Os02g50490,LOC_Os02g50490,"endoglucanase, putative, expressed"
1.24056071,0.001633231,0.021986654,LOC_Os04g45890,LOC_Os04g45890,LOC_Os04g45890,"retrotransposon protein, putative, unclassified, expressed"
1.239466608,0.000408134,0.011332911,LOC_Os03g07690,LOC_Os03g07690,LOC_Os03g07690,expressed protein
1.239080906,9.14269E-07,0.002947603,LOC_Os05g38830,LOC_Os05g38830,LOC_Os05g38830,"HECT-domain domain containing protein, expressed"
1.238253832,0.000586355,0.013465914,LOC_Os11g10760,LOC_Os11g10760,LOC_Os11g10760,"NBS-LRR disease resistance protein, putative, expressed"
1.238118649,0.000373329,0.0109942,LOC_Os08g07830,LOC_Os08g07830,LOC_Os08g07830,"DUF292 domain containing protein, expressed"
1.237821579,0.012394628,0.07379828,LOC_Os11g13670,LOC_Os11g13670,LOC_Os11g13670,"gibberellin receptor GID1L2, putative, expressed"
1.23738575,4.26598E-05,0.005337191,LOC_Os08g38700,LOC_Os08g38700,LOC_Os08g38700,"C3-BTB2 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with C3 subfamily conserved sequence, expressed"
1.236132741,0.019180141,0.098645104,LOC_Os08g29600,LOC_Os08g29600,LOC_Os08g29600,"seed maturation protein PM41, putative, expressed"
1.234958053,0.002141503,0.025310055,LOC_Os05g47650,LOC_Os05g47650,LOC_Os05g47650,"B3 DNA binding domain containing protein, expressed"
1.234771967,0.001234357,0.019055216,LOC_Os01g49580,LOC_Os01g49580,LOC_Os01g49580,"Protein kinase domain containing protein, expressed"
1.233167648,0.009446459,0.061737095,LOC_Os02g22130,LOC_Os02g22130,LOC_Os02g22130,expressed protein
1.233069658,0.004727832,0.039848907,LOC_Os01g02900,LOC_Os01g02900,LOC_Os01g02900,"glycosyltransferase, putative, expressed"
1.230315506,0.009676698,0.06273314,LOC_Os08g08960,LOC_Os08g08960,LOC_Os08g08960,"Cupin domain containing protein, expressed"
1.229919434,2.33275E-06,0.003915718,LOC_Os06g03660,LOC_Os06g03660,LOC_Os06g03660,"peroxisomal biogenesis factor 11, putative, expressed"
1.229298949,0.001048181,0.01775005,LOC_Os10g04540,LOC_Os10g04540,LOC_Os10g04540,expressed protein
1.2288028,0.004121194,0.036821035,LOC_Os03g57900,LOC_Os03g57900,LOC_Os03g57900,"zinc finger A20 and AN1 domain-containing stress-associated protein, putative, expressed"
1.228350759,0.011102237,0.068772828,LOC_Os01g71740,LOC_Os01g71740,LOC_Os01g71740,"amino acid permease family protein, putative, expressed"
1.227849483,0.004320602,0.037757521,LOC_Os01g66120,LOC_Os01g66120,LOC_Os01g66120,"No apical meristem protein, putative, expressed"
1.227483749,0.00059263,0.013560819,LOC_Os01g36220,LOC_Os01g36220,LOC_Os01g36220,"bZIP transcription factor domain containing protein, expressed"
1.227123499,0.019049658,0.098169095,LOC_Os12g32814,LOC_Os12g32814,LOC_Os12g32814,"pleiotropic drug resistance protein 3, putative, expressed"
1.226137161,0.000123744,0.007153572,LOC_Os11g06130,LOC_Os11g06130,LOC_Os11g06130,"PHD-finger family protein, expressed"
1.225844383,0.001912479,0.023788063,LOC_Os02g32840,LOC_Os02g32840,LOC_Os02g32840,"zinc finger A20 and AN1 domain-containing stress-associated protein, putative, expressed"
1.22506547,0.005255341,0.042427735,LOC_Os06g48250,LOC_Os06g48250,LOC_Os06g48250,"ATPase, putative, expressed"
1.224658012,6.49236E-05,0.005789999,LOC_Os06g43270,LOC_Os06g43270,LOC_Os06g43270,"protein kinase domain containing protein, expressed"
1.223927677,0.003802269,0.035169626,LOC_Os04g49739,LOC_Os04g49739,LOC_Os04g49739,"purine permease, putative, expressed"
1.222334623,0.001715105,0.022526948,LOC_Os05g33320,LOC_Os05g33320,LOC_Os05g33320,expressed protein
1.222089767,7.27752E-05,0.006063921,LOC_Os11g08300,LOC_Os11g08300,LOC_Os11g08300,"aldehyde dehydrogenase, putative, expressed"
1.221385241,0.012378187,0.073744788,LOC_Os01g60930,LOC_Os01g60930,LOC_Os01g60930,expressed protein
1.22077322,1.16832E-05,0.004193319,LOC_Os07g47510,LOC_Os07g47510,LOC_Os07g47510,"stress-related protein, putative, expressed"
1.220595479,0.007987631,0.055505312,LOC_Os04g53800,LOC_Os04g53800,LOC_Os04g53800,"leucoanthocyanidin reductase, putative, expressed"
1.219983578,0.002641915,0.028457454,LOC_Os09g29940,LOC_Os09g29940,LOC_Os09g29940,"auxin-independent growth promoter protein, putative, expressed"
1.219927549,0.00343135,0.033000173,LOC_Os01g38580,LOC_Os01g38580,LOC_Os01g38580,"beta,beta-carotene 9,10-dioxygenase, putative, expressed"
1.218547821,0.000569347,0.013326498,LOC_Os03g05280,LOC_Os03g05280,LOC_Os03g05280,"ras-related protein, putative, expressed"
1.21807313,0.000923945,0.016802512,LOC_Os11g07830,LOC_Os11g07830,LOC_Os11g07830,"dirigent, putative, expressed"
1.217907429,0.000279634,0.009907033,LOC_Os01g62760,LOC_Os01g62760,LOC_Os01g62760,"protein phosphatase 2C, putative, expressed"
1.217412472,0.000536102,0.01289846,LOC_Os06g49680,LOC_Os06g49680,LOC_Os06g49680,expressed protein
1.217227936,0.007210434,0.051795318,LOC_Os06g07200,LOC_Os06g07200,LOC_Os06g07200,"syntaxin, putative, expressed"
1.216175079,0.000902259,0.016556687,LOC_Os06g49250,LOC_Os06g49250,LOC_Os06g49250,"peptide transporter PTR2, putative, expressed"
1.216171145,0.005925395,0.045879392,LOC_Os01g72710,LOC_Os01g72710,LOC_Os01g72710,expressed protein
1.215503454,0.003961374,0.036030625,LOC_Os07g03890,LOC_Os07g03890,LOC_Os07g03890,"lectin-like receptor kinase 7, putative, expressed"
1.215133667,0.000727801,0.014908898,LOC_Os02g43010,LOC_Os02g43010,LOC_Os02g43010,"vacuolar-processing enzyme precursor, putative, expressed"
1.214998722,0.004017053,0.036324209,LOC_Os09g28354,LOC_Os09g28354,LOC_Os09g28354,"CPuORF39 - conserved peptide uORF-containing transcript, expressed"
1.21488905,0.003582151,0.033882894,LOC_Os07g39520,LOC_Os07g39520,LOC_Os07g39520,"STE_PAK_Ste20_Slob_Wnk.5 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed"
1.214611053,1.92311E-07,0.001425022,LOC_Os08g40110,LOC_Os08g40110,LOC_Os08g40110,"peptidase, putative, expressed"
1.214468598,0.010076266,0.064344245,LOC_Os09g21120,LOC_Os09g21120,LOC_Os09g21120,"armadillo/beta-catenin repeat family protein, putative, expressed"
1.212138414,0.000362009,0.01084802,LOC_Os08g38460,LOC_Os08g38460,LOC_Os08g38460,"zinc finger, C3HC4 type domain containing protein, expressed"
1.211946964,0.001302421,0.019544238,LOC_Os11g40570,LOC_Os11g40570,LOC_Os11g40570,"plant viral response family protein, putative, expressed"
1.211070418,4.71471E-05,0.005511324,LOC_Os12g37780,LOC_Os12g37780,LOC_Os12g37780,"tetratricopeptide repeat domain containing protein, expressed"
1.210623026,0.000876397,0.016288937,LOC_Os07g35880,LOC_Os07g35880,LOC_Os07g35880,"beta-amylase, putative, expressed"
1.210442789,0.000664387,0.014353502,LOC_Os04g32320,LOC_Os04g32320,LOC_Os04g32320,"glycerophosphoryl diester phosphodiesterase family protein, putative, expressed"
1.210239232,0.014165978,0.080756863,LOC_Os01g16920,LOC_Os01g16920,LOC_Os01g16920,"embryonic protein DC-8, putative, expressed"
1.209343433,0.000461521,0.012009812,LOC_Os05g33270,LOC_Os05g33270,LOC_Os05g33270,"GDSL-like lipase/acylhydrolase, putative, expressed"
1.207686901,0.002119708,0.025206123,LOC_Os07g48550,LOC_Os07g48550,LOC_Os07g48550,"no apical meristem protein, putative, expressed"
1.207391739,0.000150041,0.007759322,LOC_Os07g17330,LOC_Os07g17330,LOC_Os07g17330,"B12D protein, putative, expressed"
1.206960082,0.004033858,0.036400665,LOC_Os04g36600,LOC_Os04g36600,LOC_Os04g36600,"DUF538 domain containing protein, putative, expressed"
1.206774712,0.00094509,0.017000263,LOC_Os08g01220,LOC_Os08g01220,LOC_Os08g01220,"harpin-induced protein 1 domain containing protein, expressed"
1.206730366,3.94775E-05,0.00533286,LOC_Os03g53750,LOC_Os03g53750,LOC_Os03g53750,"nuclear prelamin A recognition factor, putative, expressed"
1.206680417,0.002060889,0.024792185,LOC_Os07g48750,LOC_Os07g48750,LOC_Os07g48750,"alpha-N-arabinofuranosidase, putative, expressed"
1.206585884,0.014628723,0.082453861,LOC_Os06g25250,LOC_Os06g25250,LOC_Os06g25250,"endoribonuclease Dicer, putative, expressed"
1.206238508,0.000681918,0.014545554,LOC_Os02g07690,LOC_Os02g07690,LOC_Os02g07690,"VQ domain containing protein, putative, expressed"
1.205446601,0.004669107,0.039533658,LOC_Os09g26310,LOC_Os09g26310,LOC_Os09g26310,"hypro1, putative, expressed"
1.204979897,0.003891063,0.035646821,LOC_Os01g51540,LOC_Os01g51540,LOC_Os01g51540,"cytidine/deoxycytidylate deaminase, putative, expressed"
1.204225309,0.006169455,0.047133464,LOC_Os04g33150,LOC_Os04g33150,LOC_Os04g33150,"desiccation-related protein PCC13-62 precursor, putative, expressed"
1.204190731,0.003328233,0.032435983,LOC_Os01g65380,LOC_Os01g65380,LOC_Os01g65380,"patellin protein, putative, expressed"
1.203563213,0.000209161,0.008837071,LOC_Os11g37260,LOC_Os11g37260,LOC_Os11g37260,"SEY1, putative, expressed"
1.203484058,0.000755989,0.015108112,LOC_Os08g35210,LOC_Os08g35210,LOC_Os08g35210,"ferric reductase, putative, expressed"
1.20248127,8.66378E-05,0.006425944,LOC_Os01g17190,LOC_Os01g17190,LOC_Os01g17190,"OsCam3 - Calmodulin, expressed"
1.202273846,0.002276768,0.026165042,LOC_Os12g41680,LOC_Os12g41680,LOC_Os12g41680,"No apical meristem protein, putative, expressed"
1.201327302,0.005122593,0.041778192,LOC_Os02g52590,LOC_Os02g52590,LOC_Os02g52590,"xyloglucan fucosyltransferase, putative, expressed"
1.201070786,0.010820373,0.067569613,LOC_Os04g52180,LOC_Os04g52180,LOC_Os04g52180,expressed protein
1.200940132,4.2756E-06,0.003915718,LOC_Os09g19890,LOC_Os09g19890,LOC_Os09g19890,expressed protein
1.200425625,0.005604304,0.044321406,LOC_Os11g06210,LOC_Os11g06210,LOC_Os11g06210,expressed protein
1.200125217,3.51946E-05,0.005230766,LOC_Os03g12890,LOC_Os03g12890,LOC_Os03g12890,"aminotransferase domain containing protein, putative, expressed"
1.199347556,0.009494954,0.06191886,LOC_Os03g49430,LOC_Os03g49430,LOC_Os03g49430,"pre-mRNA-splicing factor, putative, expressed"
1.196481466,4.32901E-05,0.005367974,LOC_Os10g28000,LOC_Os10g28000,LOC_Os10g28000,"glutathione reductase, putative, expressed"
1.195720673,0.000149206,0.00774462,LOC_Os01g41810,LOC_Os01g41810,LOC_Os01g41810,"cytochrome P450 72A1, putative, expressed"
1.195483685,0.002340739,0.026565139,LOC_Os04g35840,LOC_Os04g35840,LOC_Os04g35840,"T-complex protein 11, putative, expressed"
1.195073605,0.001930795,0.023886516,LOC_Os07g49280,LOC_Os07g49280,LOC_Os07g49280,"PMR5, putative, expressed"
1.194616318,0.002202967,0.025640306,LOC_Os01g24430,LOC_Os01g24430,LOC_Os01g24430,expressed protein
1.194274902,0.000163736,0.008012831,LOC_Os05g50190,LOC_Os05g50190,LOC_Os05g50190,"protein kinase domain containing protein, expressed"
1.193546772,0.006697,0.04956701,LOC_Os03g45170,LOC_Os03g45170,LOC_Os03g45170,"amino acid permease, putative, expressed"
1.191469014,0.012969034,0.07606294,LOC_Os12g10170,LOC_Os12g10170,LOC_Os12g10170,"O-methyltransferase, putative, expressed"
