Log-ratio,p-value,minFDR,Ensembl Gene,Gene,Measure,Description
1.144051075,9.91957E-05,0.008077398,Zm00001d036961,Zm00001d036961,Zm00001d036961,Putative ATPase%252C V1 complex%252C subunit B protein isoform 1%253B Putative ATPase%252C V1 complex%252C subunit B protein isoform 2%253B Vacuolar ATP synthase subunit B isoform 1
1.143573463,0.00039624,0.013862746,Zm00001d000143,Zm00001d000143,Zm00001d000143,Expressed protein%3B  protein
1.143022537,0.000375604,0.013464229,Zm00001d005253,Zm00001d005253,Zm00001d005253,V-type proton ATPase subunit G1
1.142948151,5.13572E-06,0.0036206,Zm00001d016855,Zm00001d016855,Zm00001d016855,Chloride channel
1.142524242,0.003644708,0.039930789,Zm00001d051840,Zm00001d051840,Zm00001d051840,RNA helicase 2
1.142401457,0.008155611,0.064125403,Zm00001d039064,Zm00001d039064,Zm00001d039064,DUF3143 family protein
1.139112711,0.001097714,0.021648474,Zm00001d011387,Zm00001d011387,Zm00001d011387,Uroporphyrinogen decarboxylase 1 chloroplastic
1.138601303,0.00413453,0.042989491,Zm00001d032197,Zm00001d032197,Zm00001d032197,Chlorophyll a-b binding protein 4 chloroplastic
1.13823688,0.009893298,0.072650615,Zm00001d036736,Zm00001d036736,Zm00001d036736,Protein kinase superfamily protein
1.138215065,0.004313937,0.04423501,Zm00001d037929,Zm00001d037929,Zm00001d037929,40S ribosomal protein S5-2
1.138194561,0.002441229,0.032138892,Zm00001d031290,Zm00001d031290,Zm00001d031290,Probable E3 ubiquitin-protein ligase XERICO
1.137979031,0.000597423,0.01676877,Zm00001d047187,Zm00001d047187,Zm00001d047187,HSP20-like chaperones superfamily protein
1.137696028,0.000344466,0.01290073,Zm00001d005966,Zm00001d005966,Zm00001d005966,Phosphatidylinositol 4-kinase gamma 7
1.136575103,0.002153343,0.029911003,Zm00001d025571,Zm00001d025571,Zm00001d025571,Ubiquitin carboxyl-terminal hydrolase 3
1.135906696,0.000514275,0.015681565,Zm00001d009579,Zm00001d009579,Zm00001d009579,60S ribosomal protein L18a
1.135481596,0.000727385,0.018372443,Zm00001d021532,Zm00001d021532,Zm00001d021532,RING/U-box superfamily protein
1.134713888,0.000652185,0.01754209,Zm00001d013283,Zm00001d013283,Zm00001d013283,Transducin/WD40 repeat-like superfamily protein
1.134689331,5.04073E-05,0.006788415,Zm00001d047461,Zm00001d047461,Zm00001d047461,Mitochondria fission 1 protein
1.134594917,0.010835798,0.076596604,Zm00001d053593,Zm00001d053593,Zm00001d053593,Protein CLP1 homolog
1.132671833,0.000557916,0.01630054,Zm00001d021020,Zm00001d021020,Zm00001d021020,60S ribosomal protein L32
1.132648587,0.001400437,0.024313813,Zm00001d044724,Zm00001d044724,Zm00001d044724,Microtubule-associated protein 70-1
1.131742716,6.01427E-05,0.007301864,Zm00001d047555,Zm00001d047555,Zm00001d047555,Thioredoxin-like 1-1 chloroplastic
1.131634474,0.000629804,0.017261065,Zm00001d024373,Zm00001d024373,Zm00001d024373,60S ribosomal protein L7-2
1.131122351,0.001762999,0.027187518,Zm00001d043317,Zm00001d043317,Zm00001d043317,Mitochondrial glycoprotein family protein
1.130449295,0.000212625,0.010522765,Zm00001d021335,Zm00001d021335,Zm00001d021335,RNA polymerase Rpb7 N-terminal domain-containing protein
1.130395889,0.000736031,0.018476213,Zm00001d052655,Zm00001d052655,Zm00001d052655,SNARE associated Golgi protein family
1.130337119,0.00107823,0.021457653,Zm00001d047842,Zm00001d047842,Zm00001d047842,Putative leucine-rich repeat receptor-like protein kinase family protein
1.1292243,0.001537376,0.025498001,Zm00001d047962,Zm00001d047962,Zm00001d047962,Small nuclear ribonucleoprotein SmD3b
1.128520131,0.015393828,0.094703139,Zm00001d053652,Zm00001d053652,Zm00001d053652,Peptidyl-prolyl cis-trans isomerase
1.12762022,1.68927E-05,0.005014677,Zm00001d014887,Zm00001d014887,Zm00001d014887,nana plant2
1.127417564,0.004475528,0.045057778,Zm00001d045926,Zm00001d045926,Zm00001d045926,Mitochondrial glycoprotein family protein
1.127399206,0.004371492,0.044534858,Zm00001d049619,Zm00001d049619,Zm00001d049619,60S acidic ribosomal protein P0-2
1.126502991,0.000553162,0.016202825,Zm00001d044099,Zm00001d044099,Zm00001d044099,carbonic anhydrase1
1.125706315,0.01198647,0.081408625,Zm00001d020973,Zm00001d020973,Zm00001d020973,Chaperone protein dnaJ 10
1.125376463,4.10925E-05,0.006312196,Zm00001d011192,Zm00001d011192,Zm00001d011192,Carbamoyl-phosphate synthase large chain chloroplastic
1.125290632,0.000210541,0.010517596,Zm00001d045819,Zm00001d045819,Zm00001d045819,decoy
1.124719143,0.007019482,0.058469414,Zm00001d033147,Zm00001d033147,Zm00001d033147,60S ribosomal protein L24-2
1.124620914,0.002278621,0.030962156,Zm00001d017187,Zm00001d017187,Zm00001d017187,Co-chaperone GrpE family protein
1.121223927,0.001033191,0.020932107,Zm00001d035201,Zm00001d035201,Zm00001d035201,60S acidic ribosomal protein P0
1.12026453,0.00022839,0.010689556,Zm00001d011210,Zm00001d011210,Zm00001d011210,lycopene epsilon cyclase1
1.120188475,0.016070973,0.097226916,Zm00001d049026,Zm00001d049026,Zm00001d049026,bacterial hemolysin-related
1.119678169,0.005319984,0.049774695,Zm00001d045348,Zm00001d045348,Zm00001d045348,Lactoylglutathione lyase / glyoxalase I family protein
1.117931128,0.000611091,0.016946794,Zm00001d040056,Zm00001d040056,Zm00001d040056,Retrovirus-related Pol polyprotein LINE-1
1.11778754,0.000281552,0.011736933,Zm00001d041214,Zm00001d041214,Zm00001d041214,ATPase 4 plasma membrane-type
1.117395401,0.001422368,0.024507454,Zm00001d027442,Zm00001d027442,Zm00001d027442,50S ribosomal protein L5
1.116757834,0.001319906,0.02370636,Zm00001d039495,Zm00001d039495,Zm00001d039495,Zinc finger CCCH domain-containing protein 23
1.116529942,0.004156515,0.043099677,Zm00001d032615,Zm00001d032615,Zm00001d032615,Protein TIC110 chloroplastic
1.11585474,0.000835489,0.019337699,Zm00001d025551,Zm00001d025551,Zm00001d025551,Polyadenylate-binding protein RBP47B
1.115753174,0.000905958,0.019840372,Zm00001d014898,Zm00001d014898,Zm00001d014898,Clathrin light chain 2
1.115338326,0.009462068,0.070537698,Zm00001d037213,Zm00001d037213,Zm00001d037213,binding
1.114157677,0.000557942,0.01630054,Zm00001d018779,Zm00001d018779,Zm00001d018779,Oxygen-evolving enhancer protein 2-1 chloroplastic
1.112998724,0.000522378,0.015740977,Zm00001d026475,Zm00001d026475,Zm00001d026475,Peptidyl-tRNA hydrolase II (PTH2) family protein
1.111970663,0.003395873,0.038439642,Zm00001d027373,Zm00001d027373,Zm00001d027373,cell division control protein2 homolog
1.111609697,0.002674226,0.033803036,Zm00001d014140,Zm00001d014140,Zm00001d014140,Trm112p-like protein
1.108847857,0.001176747,0.022412088,Zm00001d003925,Zm00001d003925,Zm00001d003925,Serine/threonine-protein kinase PBS1
1.108155251,0.006502057,0.056120915,Zm00001d037479,Zm00001d037479,Zm00001d037479,40S ribosomal protein S30
1.10797739,0.000948801,0.020299592,Zm00001d024762,Zm00001d024762,Zm00001d024762,Putative CBL-interacting protein kinase family protein
1.107876301,0.001309875,0.023615948,Zm00001d001857,Zm00001d001857,Zm00001d001857,light harvesting complex photosystem II subunit 6
1.107544899,0.006231428,0.05459997,Zm00001d005642,Zm00001d005642,Zm00001d005642,60S ribosomal protein L35a-2
1.1061306,0.00167464,0.026447206,Zm00001d045889,Zm00001d045889,Zm00001d045889,60S ribosomal protein L31
1.105481148,0.0026777,0.033825206,Zm00001d013446,Zm00001d013446,Zm00001d013446,Protein CASP
1.105196476,0.000147994,0.009242619,Zm00001d012826,Zm00001d012826,Zm00001d012826,Exosome complex exonuclease RRP46 homolog
1.104346991,2.48691E-05,0.005558621,Zm00001d012922,Zm00001d012922,Zm00001d012922,RNA helicase3
1.103259087,0.002496984,0.032524478,Zm00001d041711,Zm00001d041711,Zm00001d041711,Auxin-binding protein 1
1.103069782,0.002598135,0.033236526,Zm00001d021508,Zm00001d021508,Zm00001d021508,60S ribosomal protein L15
1.102825642,3.66617E-05,0.006151587,Zm00001d004821,Zm00001d004821,Zm00001d004821,V-type proton ATPase 16 kDa proteolipid subunit
1.102606535,9.61399E-05,0.008077398,Zm00001d052977,Zm00001d052977,Zm00001d052977,ETO1-like protein 1
1.101182461,0.002223719,0.030523269,Zm00001d010920,Zm00001d010920,Zm00001d010920,S-adenosylmethionine synthase
1.100769997,0.000526707,0.015804027,Zm00001d011750,Zm00001d011750,Zm00001d011750,NADH:ubiquinone oxidoreductase intermediate-associated protein 30
1.100564957,0.001450111,0.024621837,Zm00001d040290,Zm00001d040290,Zm00001d040290,Epoxide hydrolase 2
1.100537777,0.00343954,0.038722146,Zm00001d052185,Zm00001d052185,Zm00001d052185,Cyclin-D2-1
1.100532532,0.001603476,0.025854599,Zm00001d035312,Zm00001d035312,Zm00001d035312,40S ribosomal protein S29
1.098581314,0.009917536,0.072760672,Zm00001d026311,Zm00001d026311,Zm00001d026311,NAD(P)-binding Rossmann-fold superfamily protein
1.098188639,0.010179576,0.073787313,Zm00001d047238,Zm00001d047238,Zm00001d047238,Probable inactive heme oxygenase 2 chloroplastic
1.097965717,9.02547E-05,0.008024042,Zm00001d027826,Zm00001d027826,Zm00001d027826,Serine/threonine-protein phosphatase PP2A-4 catalytic subunit
1.097860098,0.003246184,0.037522909,Zm00001d049351,Zm00001d049351,Zm00001d049351,Thioesterase superfamily protein
1.097304821,0.006182043,0.05438028,Zm00001d012768,Zm00001d012768,Zm00001d012768,IQ-domain 25
1.094521999,0.00109596,0.021646165,Zm00001d011104,Zm00001d011104,Zm00001d011104,Photosynthetic NDH subunit of lumenal location 5 chloroplastic
1.094314575,0.001127385,0.021903793,Zm00001d048787,Zm00001d048787,Zm00001d048787,40S ribosomal protein S29
1.091762543,0.000283237,0.011766378,Zm00001d040508,Zm00001d040508,Zm00001d040508,Tubulin beta-2 chain
1.091576338,7.24726E-05,0.007681223,Zm00001d051563,Zm00001d051563,Zm00001d051563,Ornithine carbamoyltransferase chloroplastic
1.091466427,0.000715989,0.018294137,Zm00001d039131,Zm00001d039131,Zm00001d039131,ADP glucose pyrophosphorylase2
1.091118217,0.000106645,0.008274588,Zm00001d001928,Zm00001d001928,Zm00001d001928,Kinesin-like calmodulin binding protein
1.090848207,0.00081526,0.01918311,Zm00001d036296,Zm00001d036296,Zm00001d036296,Histone-lysine N-methyltransferase EZ1
1.090820313,9.59965E-05,0.008077398,Zm00001d026214,Zm00001d026214,Zm00001d026214,Secretory carrier-associated membrane protein 4
1.089642525,0.000895896,0.019795647,Zm00001d013730,Zm00001d013730,Zm00001d013730,5S rRNA binding protein
1.088052511,0.00012019,0.008475029,Zm00001d011849,Zm00001d011849,Zm00001d011849,Two-component response regulator ARR9
1.086137295,0.002547617,0.032922272,Zm00001d024656,Zm00001d024656,Zm00001d024656,60S ribosomal protein L23a-1
1.085772991,0.000944516,0.02025534,Zm00001d009795,Zm00001d009795,Zm00001d009795,Cellulose synthase1
1.085023642,3.3898E-05,0.005950918,Zm00001d042284,Zm00001d042284,Zm00001d042284,RING/U-box superfamily protein
1.084760666,0.00504188,0.04821666,Zm00001d032572,Zm00001d032572,Zm00001d032572,LanC-like protein 2
1.084511042,0.013879028,0.089077674,Zm00001d032605,Zm00001d032605,Zm00001d032605,Alpha-galactosidase 2
1.084002495,0.003698156,0.040295447,Zm00001d032215,Zm00001d032215,Zm00001d032215,ATP-dependent Clp protease adapter protein CLPS1 chloroplastic
1.083949566,0.00346534,0.038934581,Zm00001d044277,Zm00001d044277,Zm00001d044277,Elongation factor Ts%252C mitochondrial
1.083280683,0.00167566,0.026452688,Zm00001d053117,Zm00001d053117,Zm00001d053117,Expressed protein%3B  protein
1.082674563,0.006104655,0.053985577,Zm00001d034082,Zm00001d034082,Zm00001d034082,OsWRKY4 - Superfamily of TFs having WRKY and zinc finger domains
1.082409382,0.00031989,0.012405657,Zm00001d049867,Zm00001d049867,Zm00001d049867,Proline-rich family protein
1.082159042,0.001128115,0.02190411,Zm00001d047296,Zm00001d047296,Zm00001d047296,40S ribosomal protein S19-3
1.081674576,2.21017E-05,0.005558621,Zm00001d017682,Zm00001d017682,Zm00001d017682,PLATZ transcription factor family protein
1.081411123,0.000486934,0.01530632,Zm00001d043354,Zm00001d043354,Zm00001d043354,Zinc finger BED domain-containing protein DAYSLEEPER
1.080161929,0.000531082,0.015845429,Zm00001d005199,Zm00001d005199,Zm00001d005199,Protein kinase superfamily protein
1.079854965,0.006171194,0.054326662,Zm00001d038999,Zm00001d038999,Zm00001d038999,drought-induced 19
1.078882694,4.27835E-05,0.006495495,Zm00001d033591,Zm00001d033591,Zm00001d033591,Heat shock 70 kDa protein 6 chloroplastic
1.078786135,0.000219767,0.010616896,Zm00001d047203,Zm00001d047203,Zm00001d047203,VQ motif-containing protein
1.078784943,0.001274326,0.023286059,Zm00001d042308,Zm00001d042308,Zm00001d042308,60S ribosomal protein L13
1.078595638,0.007998042,0.063331495,Zm00001d021999,Zm00001d021999,Zm00001d021999,Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain
1.078464508,0.007094236,0.058929815,Zm00001d017555,Zm00001d017555,Zm00001d017555,high mobility group box protein2
1.078258038,0.000892001,0.019784001,Zm00001d042626,Zm00001d042626,Zm00001d042626,nitroreductase family protein
1.078176498,0.000681872,0.017831227,Zm00001d033983,Zm00001d033983,Zm00001d033983,Aluminium induced protein with YGL and LRDR motifs
1.077991486,0.003882283,0.04148083,Zm00001d006593,Zm00001d006593,Zm00001d006593,Myosin-2
1.07785964,0.00356349,0.039517962,Zm00001d026521,Zm00001d026521,Zm00001d026521,Inner membrane protease subunit 1
1.077491999,0.001103243,0.021648663,Zm00001d035318,Zm00001d035318,Zm00001d035318,Peroxisomal membrane 22 kDa (Mpv17/PMP22) family protein
1.077279091,4.66761E-05,0.006571333,Zm00001d025165,Zm00001d025165,Zm00001d025165,Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain
1.076931655,0.009132524,0.068903951,Zm00001d008814,Zm00001d008814,Zm00001d008814,Aldehyde dehydrogenase family 7 member A1
1.076269388,0.006529465,0.056234049,Zm00001d053175,Zm00001d053175,Zm00001d053175,Cytochrome b-c1 complex subunit 6
1.075713873,0.000243829,0.01097061,Zm00001d023292,Zm00001d023292,Zm00001d023292,Trigger factor-like protein TIG Chloroplastic
1.075514793,0.002860045,0.035159836,Zm00001d025412,Zm00001d025412,Zm00001d025412,Nicotinate phosphoribosyltransferase-like protein
1.075261116,0.001872753,0.028034152,Zm00001d022489,Zm00001d022489,Zm00001d022489,V-type proton ATPase subunit F
1.075078011,0.002082687,0.029479146,Zm00001d029325,Zm00001d029325,Zm00001d029325,RNA-binding protein CP29B chloroplastic
1.07485944,0.003230011,0.037401927,Zm00001d025952,Zm00001d025952,Zm00001d025952,NAD(P)H-quinone oxidoreductase subunit M chloroplastic
1.074458122,0.000213864,0.010522765,Zm00001d015865,Zm00001d015865,Zm00001d015865,Mitotic spindle checkpoint protein BUBR1
1.07434988,0.000255182,0.011224588,Zm00001d012708,Zm00001d012708,Zm00001d012708,Pentatricopeptide repeat-containing protein
1.074322701,0.000109104,0.008274588,Zm00001d029170,Zm00001d029170,Zm00001d029170,Superoxide dismutase
1.074300766,0.003753511,0.040697021,Zm00001d006160,Zm00001d006160,Zm00001d006160,DEAD-box ATP-dependent RNA helicase 7
1.074116945,0.002224433,0.030523269,Zm00001d039338,Zm00001d039338,Zm00001d039338,Peptidase C45%252C acyl-coenzyme A/6-aminopenicillanic acid acyl-transferase
1.073637605,0.013078508,0.085716542,Zm00001d046934,Zm00001d046934,Zm00001d046934,RNA-dependent RNA polymerase 6
1.07325983,0.00738662,0.060455699,Zm00001d030891,Zm00001d030891,Zm00001d030891,Homeodomain-like superfamily protein
1.073217273,0.000263971,0.011419572,Zm00001d038838,Zm00001d038838,Zm00001d038838,Calmodulin binding protein isoform 1%253B Calmodulin binding protein isoform 2
1.072809219,0.000868325,0.019592686,Zm00001d036904,Zm00001d036904,Zm00001d036904,elongation factor 1-alpha10
1.072246313,0.006062851,0.053854877,Zm00001d006002,Zm00001d006002,Zm00001d006002,Probable WRKY transcription factor 34
1.071909189,0.001450958,0.024625577,Zm00001d015618,Zm00001d015618,Zm00001d015618,Probable cinnamyl alcohol dehydrogenase
1.07187888,0.000397184,0.013871102,Zm00001d052064,Zm00001d052064,Zm00001d052064,Glutamate receptor 2.7
1.071843624,0.004007474,0.042189286,Zm00001d016935,Zm00001d016935,Zm00001d016935,nucleosome/chromatin assembly factor A104
1.071533442,0.000776809,0.018818897,Zm00001d042279,Zm00001d042279,Zm00001d042279,Probable beta-14-xylosyltransferase IRX10L
1.071455002,0.009992904,0.073122618,Zm00001d049134,Zm00001d049134,Zm00001d049134,late embryogenesis abundant protein-related / LEA protein-related
1.070509434,0.000249058,0.011116882,Zm00001d053782,Zm00001d053782,Zm00001d053782,cytochrome P450 15
1.069616318,0.000295998,0.012037032,Zm00001d003083,Zm00001d003083,Zm00001d003083,Isocitrate dehydrogenase
1.0695467,0.001459353,0.024724087,Zm00001d036708,Zm00001d036708,Zm00001d036708,Protein transport protein SEC61 gamma subunit
1.069165707,0.000518868,0.015699362,Zm00001d007810,Zm00001d007810,Zm00001d007810,40S ribosomal protein S15-4
1.067960739,0.000750337,0.018592384,Zm00001d046170,Zm00001d046170,Zm00001d046170,Phosphoenolpyruvate carboxylase 1
1.067634583,0.001028213,0.020895847,Zm00001d008549,Zm00001d008549,Zm00001d008549,Protein ABCI7 chloroplastic
1.067444444,0.002662078,0.03370366,Zm00001d037556,Zm00001d037556,Zm00001d037556,Alpha-L-fucosidase 2
1.067051411,0.000237989,0.010907551,Zm00001d037859,Zm00001d037859,Zm00001d037859,Superoxide dismutase
1.065324783,0.003565608,0.039530297,Zm00001d053675,Zm00001d053675,Zm00001d053675,lipoxygenase10
1.064605713,0.001988627,0.028892554,Zm00001d022134,Zm00001d022134,Zm00001d022134,Elongation factor 1-beta
1.064249516,0.000315709,0.012340906,Zm00001d043757,Zm00001d043757,Zm00001d043757,Nuclear pore complex protein NUP50A
1.063485861,0.013956254,0.089427363,Zm00001d048599,Zm00001d048599,Zm00001d048599,UPF0161 protein
1.062591672,0.002040732,0.029236837,Zm00001d012567,Zm00001d012567,Zm00001d012567,Glycerol-3-phosphate dehydrogenase [NAD(+)] GPDHC1 cytosolic
1.062501907,0.004124941,0.042923838,Zm00001d011534,Zm00001d011534,Zm00001d011534,60S ribosomal protein L18a
1.061712742,0.002348404,0.031464614,Zm00001d020687,Zm00001d020687,Zm00001d020687,protein disulfide isomerase8
1.061064005,0.007889955,0.062692378,Zm00001d051249,Zm00001d051249,Zm00001d051249,Elicitor-responsive protein 3
1.060877562,0.002309768,0.031163282,Zm00001d005866,Zm00001d005866,Zm00001d005866,Protein disulfide-isomerase like 2-2
1.060875654,0.000516019,0.015681565,Zm00001d026405,Zm00001d026405,Zm00001d026405,Glutamyl-tRNA reductase
1.060768127,0.008126843,0.063992787,Zm00001d036135,Zm00001d036135,Zm00001d036135,Superoxide dismutase
1.060542583,0.001242156,0.022943428,Zm00001d022180,Zm00001d022180,Zm00001d022180,ribosomal proteinS6
1.060292602,0.001096723,0.021648474,Zm00001d035256,Zm00001d035256,Zm00001d035256,Protein SUPPRESSOR OF GENE SILENCING 3 homolog
1.05936718,0.002575024,0.033091578,Zm00001d043619,Zm00001d043619,Zm00001d043619,NADH dehydrogenase [ubiquinone] iron-sulfur protein 7 mitochondrial
1.059147596,0.001053195,0.021173735,Zm00001d030398,Zm00001d030398,Zm00001d030398,Pentatricopeptide repeat-containing protein MRL1 chloroplastic
1.058614492,0.000911756,0.019874663,Zm00001d007599,Zm00001d007599,Zm00001d007599,RING/FYVE/PHD zinc finger superfamily protein
1.057721615,0.000714044,0.018268754,Zm00001d037099,Zm00001d037099,Zm00001d037099,Phosphoinositide phosphatase SAC2
1.057476044,0.000962407,0.020390988,Zm00001d021703,Zm00001d021703,Zm00001d021703,oxygen evolving complex2
1.05662179,0.00223241,0.030577255,Zm00001d012539,Zm00001d012539,Zm00001d012539,Protein RETICULATA-RELATED 3 chloroplastic
1.056487322,0.0048217,0.047037596,Zm00001d002490,Zm00001d002490,Zm00001d002490,Plastid-specific 30S ribosomal protein 2
1.056183815,0.001348764,0.023939436,Zm00001d053636,Zm00001d053636,Zm00001d053636,40S ribosomal protein S8
1.055531263,7.64039E-05,0.007715775,Zm00001d023841,Zm00001d023841,Zm00001d023841,P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain
1.055282593,0.000270443,0.011559665,Zm00001d008228,Zm00001d008228,Zm00001d008228,50S ribosomal protein 5 chloroplastic
1.054877281,0.001761225,0.027181475,Zm00001d053173,Zm00001d053173,Zm00001d053173,Autophagy-related protein 13b
1.054497838,0.004875765,0.04738868,Zm00001d029720,Zm00001d029720,Zm00001d029720,ABC-type Co2+ transport system%252C permease component
1.05384922,0.001431294,0.024572575,Zm00001d013842,Zm00001d013842,Zm00001d013842,Heat shock 70 kDa protein
1.053468704,0.001237196,0.022927182,Zm00001d031209,Zm00001d031209,Zm00001d031209,benzoxazinone synthesis9
1.052993894,0.010034991,0.073239793,Zm00001d025435,Zm00001d025435,Zm00001d025435,PsbP domain-containing protein 2 chloroplastic
1.052992821,0.000281651,0.011736933,Zm00001d018178,Zm00001d018178,Zm00001d018178,ABSCISIC ACID-INSENSITIVE 5-like protein 5
1.052942276,4.50868E-06,0.0036206,Zm00001d012159,Zm00001d012159,Zm00001d012159,Beta-glucosidase 42
1.052375793,0.000402653,0.013987564,Zm00001d036233,Zm00001d036233,Zm00001d036233,Putative glycolipid transfer protein (GLTP) family protein
1.052186012,5.19061E-05,0.006872582,Zm00001d033468,Zm00001d033468,Zm00001d033468,Lactoylglutathione lyase / glyoxalase I family protein
1.052105427,0.00012069,0.008475029,Zm00001d045352,Zm00001d045352,Zm00001d045352,Nucleosome assembly protein 1%3B2
1.052093983,0.001292267,0.023440419,Zm00001d028426,Zm00001d028426,Zm00001d028426,40S ribosomal protein S20-1
1.051842213,0.000171055,0.009720495,Zm00001d019147,Zm00001d019147,Zm00001d019147,40S ribosomal protein S2
1.051808715,0.000573504,0.016495671,Zm00001d008827,Zm00001d008827,Zm00001d008827,Probable choline kinase 2
1.051398277,0.000222024,0.010621486,Zm00001d025267,Zm00001d025267,Zm00001d025267,High chlorophyll fluorescence106c
1.051316023,0.000329925,0.012550761,Zm00001d038319,Zm00001d038319,Zm00001d038319,Protein LIKE COV 2
1.050996304,0.000226148,0.010663118,Zm00001d032760,Zm00001d032760,Zm00001d032760,60S ribosomal protein L21-1
1.050872326,0.014170934,0.090185758,Zm00001d019507,Zm00001d019507,Zm00001d019507,Cellulose synthase-7
1.05067873,0.000399366,0.013910239,Zm00001d042596,Zm00001d042596,Zm00001d042596,alpha/beta-Hydrolases superfamily protein
1.050550461,0.001288167,0.023397639,Zm00001d046449,Zm00001d046449,Zm00001d046449,elongation factor 1-alpha9
1.050356507,0.005459258,0.050433416,Zm00001d017176,Zm00001d017176,Zm00001d017176,CONSTANS-like protein CO5
1.050262988,0.006512801,0.056187437,Zm00001d030724,Zm00001d030724,Zm00001d030724,GDSL esterase/lipase
1.05011344,0.004553887,0.045544687,Zm00001d023560,Zm00001d023560,Zm00001d023560,Putative calcium-dependent protein kinase family protein
